V1	V2
CALM1	PRKCB
CALM1	PRKCA
CALM1	PLCB4
CALM1	ITPR3
CALM1	RASGRP1
CALM1	PRKCD
TRPC1	TRPC4
TRPC1	TRPC5
CACNB3	TRPC4
CACNB3	TRPC5
CACNB3	GRIK3
CACNB3	TRPC1
CACNB2	TRPC4
CACNB2	TRPC5
CACNB2	GRIK3
CACNB2	TRPC1
CACNB2	CACNB3
CACNA2D2	TRPC4
CACNA2D2	TRPC5
CACNA2D2	GRIK3
CACNA2D2	TRPC1
CACNA2D2	CACNB3
CACNA2D2	CACNB2
CACNA1D	TRPC4
CACNA1D	TRPC5
CACNA1D	GRIK3
CACNA1D	TRPC1
CACNA1D	CACNB3
CACNA1D	CACNB2
CACNA1D	CACNA2D2
CACNA1C	TRPC4
CACNA1C	TRPC5
CACNA1C	GRIK3
CACNA1C	TRPC1
CACNA1C	CACNB3
CACNA1C	CACNB2
CACNA1C	CACNA2D2
CACNA1C	CACNA1D
GNAI2	RGS7
GNAI2	TRPC4
GNAI2	TRPC5
GNAI2	GRIK3
GNAI2	TRPC1
GNAI2	CACNB3
GNAI2	CACNB2
GNAI2	CACNA2D2
GNAI2	CACNA1D
GNAI2	CACNA1C
C1QBP	CACNB3
C1QBP	CACNB2
C1QBP	CACNA2D2
C1QBP	CACNA1D
C1QBP	CACNA1C
C1QBP	GNAI2
ANXA1	TRPC4
ANXA1	TRPC5
ANXA1	GRIK3
ANXA1	TRPC1
ANXA1	CACNB3
ANXA1	CACNB2
ANXA1	CACNA2D2
ANXA1	CACNA1D
ANXA1	CACNA1C
ANXA1	GNAI2
DVL1	IL33
WASF1	IL33
PTEN	IL33
PTEN	DVL1
DVL3	IL33
DVL3	DVL1
DVL3	PTEN
DVL2	IL33
DVL2	DVL1
DVL2	PTEN
DVL2	DVL3
SH3KBP1	IL33
SH3KBP1	DVL1
SH3KBP1	PTEN
SH3KBP1	GNA13
SH3KBP1	DVL3
SH3KBP1	DVL2
STON1	WNT5A
STON1	TACR1
STON1	SYT8
STAM	WNT5A
STAM	TACR1
STAM	SYT8
STAM2	WNT5A
STAM2	TACR1
STAM2	SYT8
SNAP91	WNT5A
SNAP91	TACR1
SNAP91	SYT8
SGIP1	WNT5A
SGIP1	TACR1
SGIP1	SYT8
SGIP1	STON1
SGIP1	STAM
SGIP1	STAM2
SGIP1	SNAP91
REPS2	WNT5A
REPS2	TACR1
REPS2	SYT8
REPS2	SGIP1
PACSIN3	WNT5A
PACSIN3	TACR1
PACSIN3	SYT8
PACSIN3	STON1
PACSIN3	STAM
PACSIN3	STAM2
PACSIN3	SNAP91
PACSIN3	SGIP1
PACSIN3	REPS2
NECAP2	WNT5A
NECAP2	TACR1
NECAP2	SYT8
NECAP2	STON1
NECAP2	STAM
NECAP2	STAM2
NECAP2	SNAP91
NECAP2	SGIP1
NECAP2	REPS2
NECAP2	PACSIN3
MYO10	WNT5A
MYO10	TACR1
MYO10	SYT8
MYO10	STON1
MYO10	STAM
MYO10	STAM2
MYO10	SNAP91
MYO10	SGIP1
MYO10	REPS2
MYO10	NECAP2
LDLR	WNT5A
LDLR	TACR1
LDLR	SYT8
LDLR	SGIP1
LDLR	PACSIN3
LDLR	NECAP2
LDLR	MYO10
KIAA0319	STON1
KIAA0319	STAM
KIAA0319	STAM2
KIAA0319	SNAP91
KIAA0319	SGIP1
KIAA0319	REPS2
KIAA0319	PACSIN3
KIAA0319	NECAP2
KIAA0319	MYO10
KIAA0319	LDLR
FNBP1	WNT5A
FNBP1	TACR1
FNBP1	SYT8
FNBP1	STON1
FNBP1	STAM
FNBP1	STAM2
FNBP1	SNAP91
FNBP1	SGIP1
FNBP1	REPS2
FNBP1	PACSIN3
FNBP1	NECAP2
FNBP1	LDLR
FNBP1	KIAA0319
CLTCL1	WNT5A
CLTCL1	TACR1
CLTCL1	SYT8
CLTCL1	STON1
CLTCL1	STAM
CLTCL1	STAM2
CLTCL1	SNAP91
CLTCL1	SGIP1
CLTCL1	REPS2
CLTCL1	PACSIN3
CLTCL1	NECAP2
CLTCL1	MYO10
CLTCL1	LDLR
CLTCL1	KIAA0319
CLTCL1	FNBP1
CBL	WNT5A
CBL	TACR1
CBL	SYT8
CBL	STAM
CBL	STAM2
CBL	SGIP1
CBL	REPS2
CBL	PACSIN3
CBL	NECAP2
CBL	MYO10
CBL	KIAA0319
CBL	FNBP1
CBL	CLTCL1
AMPH	WNT5A
AMPH	TACR1
AMPH	SYT8
AMPH	STON1
AMPH	STAM
AMPH	STAM2
AMPH	SNAP91
AMPH	SGIP1
AMPH	REPS2
AMPH	PACSIN3
AMPH	NECAP2
AMPH	LDLR
AMPH	KIAA0319
AMPH	FNBP1
AMPH	CLTCL1
AMPH	CBL
NTF4	FRS2
BDNF	NTF3
BDNF	NTF4
FGFR3	NTF3
FGFR3	NTF4
FGFR3	BDNF
NTRK3	FGFR3
LCK	FRS2
LCK	NTF3
LCK	NTF4
LCK	BDNF
LCK	FGFR3
LCK	NTRK3
IRS1	NTF3
IRS1	FGFR3
IRS1	NTRK3
IRS1	LCK
NTRK2	FRS2
NTRK2	NTF3
NTRK2	NTF4
NTRK2	FGFR3
NTRK2	LCK
LRRFIP1	FRS2
LRRFIP1	NTF3
LRRFIP1	NTF4
LRRFIP1	BDNF
LRRFIP1	FGFR3
LRRFIP1	NTRK3
LRRFIP1	LCK
LRRFIP1	IRS1
LRRFIP1	NTRK2
PDGFB	FGFR3
PDGFB	LRRFIP1
KITLG	FLT3LG
NRG2	NRG4
NRG2	NRG3
AXL	SH2D2A
FLT3	FLT3LG
ERBB3	NRG4
ERBB3	NRG3
ERBB3	NRG2
PDGFRB	PDGFRA
KIT	SH2D2A
KIT	KITLG
MET	SH2D2A
MET	ERBB3
VEGFA	SH2D2A
VEGFA	PDGFRA
VEGFA	AXL
VEGFA	PDGFRB
NRG1	NRG4
NRG1	NRG3
NRG1	NRG2
NRG1	ERBB3
KDR	AXL
KDR	PDGFRB
KDR	MET
KDR	VEGFA
PDGFA	PDGFRA
PDGFA	PDGFRB
C1QB	C1R
C1S	C1R
C1S	C1QB
FCGR3A	ELMO2
FCGR3A	KLB
DAPP1	KLB
DAPP1	FCGR3A
IGHG4	C1R
IGHG4	C1QB
IGHG4	ELMO2
IGHG4	C1S
IGHG4	KLB
IGHG4	FCGR3A
IGHG4	DAPP1
IGHG3	C1R
IGHG3	C1QB
IGHG3	ELMO2
IGHG3	C1S
IGHG3	KLB
IGHG3	FCGR3A
IGHG3	DAPP1
KL	KLB
KL	FCGR3A
KL	DAPP1
KL	IGHG4
KL	IGHG3
C1QC	C1R
C1QC	C1QB
C1QC	C1S
C1QC	IGHG4
C1QC	IGHG3
C1QA	C1R
C1QA	C1QB
C1QA	C1S
C1QA	IGHG4
C1QA	IGHG3
C1QA	C1QC
FGF9	KLB
FGF9	FCGR3A
FGF9	DAPP1
FGF9	IGHG4
FGF9	IGHG3
FGF9	KL
FGF7	KLB
FGF7	FCGR3A
FGF7	DAPP1
FGF7	IGHG4
FGF7	IGHG3
FGF7	KL
FGF7	FGF9
FGF6	KLB
FGF6	FCGR3A
FGF6	DAPP1
FGF6	IGHG4
FGF6	IGHG3
FGF6	KL
FGF6	FGF9
FGF5	KLB
FGF5	FCGR3A
FGF5	DAPP1
FGF5	IGHG4
FGF5	IGHG3
FGF5	KL
FGF5	FGF9
FGF5	FGF6
FGF4	KLB
FGF4	FCGR3A
FGF4	DAPP1
FGF4	IGHG4
FGF4	IGHG3
FGF4	KL
FGF3	KLB
FGF3	FCGR3A
FGF3	DAPP1
FGF3	IGHG4
FGF3	IGHG3
FGF3	KL
FGF3	FGF9
FGF3	FGF6
FGF3	FGF5
FGF3	FGF4
FGF23	KLB
FGF23	FCGR3A
FGF23	DAPP1
FGF23	IGHG4
FGF23	IGHG3
FGF23	KL
FGF22	KLB
FGF22	FCGR3A
FGF22	DAPP1
FGF22	IGHG4
FGF22	IGHG3
FGF22	KL
FGF22	FGF9
FGF22	FGF6
FGF22	FGF5
FGF22	FGF4
FGF22	FGF23
FGF20	KLB
FGF20	FCGR3A
FGF20	DAPP1
FGF20	IGHG4
FGF20	IGHG3
FGF20	KL
FGF1	KLB
FGF1	FCGR3A
FGF1	DAPP1
FGF1	IGHG4
FGF1	IGHG3
FGF1	KL
FGF19	KLB
FGF19	FCGR3A
FGF19	DAPP1
FGF19	IGHG4
FGF19	IGHG3
FGF19	KL
FGF19	FGF9
FGF19	FGF7
FGF19	FGF6
FGF19	FGF5
FGF19	FGF4
FGF19	FGF3
FGF19	FGF23
FGF19	FGF22
FGF19	FGF20
FGF19	FGF1
FGF18	KLB
FGF18	FCGR3A
FGF18	DAPP1
FGF18	IGHG4
FGF18	IGHG3
FGF18	KL
FGF18	FGF9
FGF18	FGF6
FGF18	FGF5
FGF18	FGF4
FGF18	FGF3
FGF18	FGF23
FGF18	FGF22
FGF18	FGF20
FGF18	FGF1
FGF17	KLB
FGF17	FCGR3A
FGF17	DAPP1
FGF17	IGHG4
FGF17	IGHG3
FGF17	KL
FGF16	KLB
FGF16	FCGR3A
FGF16	DAPP1
FGF16	IGHG4
FGF16	IGHG3
FGF16	KL
FGF16	FGF9
FGF16	FGF6
FGF16	FGF5
FGF16	FGF4
FGF16	FGF3
FGF16	FGF23
FGF16	FGF22
FGF16	FGF20
FGF16	FGF1
FGF16	FGF17
FGF10	KLB
FGF10	FCGR3A
FGF10	DAPP1
FGF10	IGHG4
FGF10	IGHG3
FGF10	KL
FGF10	FGF9
FGF10	FGF6
FGF10	FGF5
FGF10	FGF4
FGF10	FGF23
FGF10	FGF20
FGF10	FGF1
FGF10	FGF19
FGF10	FGF18
FGF10	FGF17
FGF10	FGF16
PDPK1	KLB
PDPK1	FCGR3A
PDPK1	IGHG4
PDPK1	IGHG3
PDPK1	KL
PDPK1	FGF9
PDPK1	FGF7
PDPK1	FGF6
PDPK1	FGF5
PDPK1	FGF4
PDPK1	FGF3
PDPK1	FGF23
PDPK1	FGF22
PDPK1	FGF20
PDPK1	FGF1
PDPK1	FGF19
PDPK1	FGF18
PDPK1	FGF17
PDPK1	FGF16
PDPK1	FGF10
FGFR1	KLB
FGFR1	FCGR3A
FGFR1	DAPP1
FGFR1	IGHG4
FGFR1	IGHG3
FGFR1	KL
FGFR1	FGF23
FGFR1	FGF19
FGFR1	FGF16
FGFR1	PDPK1
FGF2	KLB
FGF2	FCGR3A
FGF2	DAPP1
FGF2	IGHG4
FGF2	IGHG3
FGF2	KL
FGF2	FGF7
FGF2	FGF3
FGF2	FGF22
FGF2	FGF19
FGF2	FGF18
FGF2	FGF16
FGF2	FGF10
FGF2	PDPK1
FGF2	FGFR1
FCGR1A	ELMO2
FCGR1A	KLB
FCGR1A	FCGR3A
FCGR1A	DAPP1
FCGR1A	IGHG4
FCGR1A	IGHG3
FCGR1A	KL
FCGR1A	FGF9
FCGR1A	FGF7
FCGR1A	FGF6
FCGR1A	FGF5
FCGR1A	FGF4
FCGR1A	FGF3
FCGR1A	FGF23
FCGR1A	FGF22
FCGR1A	FGF20
FCGR1A	FGF1
FCGR1A	FGF19
FCGR1A	FGF18
FCGR1A	FGF17
FCGR1A	FGF16
FCGR1A	FGF10
FCGR1A	PDPK1
FCGR1A	FGFR1
FCGR1A	FGF2
CD247	ELMO2
CD247	KLB
CD247	FCGR3A
CD247	DAPP1
CD247	IGHG4
CD247	IGHG3
CD247	KL
CD247	FGF9
CD247	FGF7
CD247	FGF6
CD247	FGF5
CD247	FGF4
CD247	FGF3
CD247	FGF23
CD247	FGF22
CD247	FGF20
CD247	FGF1
CD247	FGF19
CD247	FGF18
CD247	FGF17
CD247	FGF16
CD247	FGF10
CD247	PDPK1
CD247	FGFR1
CD247	FGF2
CD247	FCGR1A
IGHG2	C1R
IGHG2	C1QB
IGHG2	ELMO2
IGHG2	C1S
IGHG2	KLB
IGHG2	FCGR3A
IGHG2	DAPP1
IGHG2	KL
IGHG2	C1QC
IGHG2	C1QA
IGHG2	FGF9
IGHG2	FGF7
IGHG2	FGF6
IGHG2	FGF5
IGHG2	FGF4
IGHG2	FGF3
IGHG2	FGF23
IGHG2	FGF22
IGHG2	FGF20
IGHG2	FGF1
IGHG2	FGF19
IGHG2	FGF18
IGHG2	FGF17
IGHG2	FGF16
IGHG2	FGF10
IGHG2	PDPK1
IGHG2	ICE2
IGHG2	FGFR1
IGHG2	FGF2
IGHG2	FCGR1A
IGHG2	CD247
YES1	KLB
YES1	FCGR3A
YES1	IGHG4
YES1	IGHG3
YES1	KL
YES1	FGF9
YES1	FGF7
YES1	FGF6
YES1	FGF5
YES1	FGF4
YES1	FGF3
YES1	FGF23
YES1	FGF22
YES1	FGF20
YES1	FGF1
YES1	FGF19
YES1	FGF18
YES1	FGF17
YES1	FGF16
YES1	FGF10
YES1	PDPK1
YES1	FGF2
YES1	FCGR1A
YES1	CD247
YES1	IGHG2
FGFR4	KLB
FGFR4	FCGR3A
FGFR4	DAPP1
FGFR4	IGHG4
FGFR4	IGHG3
FGFR4	KL
FGFR4	FGF23
FGFR4	FGF19
FGFR4	FGF16
FGFR4	PDPK1
FGFR4	FGFR1
FGFR4	FGF2
FGFR4	FCGR1A
FGFR4	CD247
FGFR4	IGHG2
FGFR4	YES1
TP53	SNAI1
FGF8	KLB
FGF8	FCGR3A
FGF8	DAPP1
FGF8	IGHG4
FGF8	IGHG3
FGF8	KL
FGF8	FGF7
FGF8	FGF6
FGF8	FGF5
FGF8	FGF3
FGF8	FGF22
FGF8	FGF19
FGF8	FGF18
FGF8	FGF16
FGF8	FGF10
FGF8	PDPK1
FGF8	FCGR1A
FGF8	CD247
FGF8	IGHG2
FGF8	YES1
MAPT	ELMO2
IGHE	FCER1A
TXK	IGHE
TXK	EPOR
TXK	IRS2
TEC	IGHE
TEC	EPOR
TEC	IRS2
LCP2	IGHE
LCP2	EPOR
LCP2	IRS2
LCP2	TXK
LCP2	TEC
ITPKC	EPOR
ITPKC	IRS2
ITPKC	TXK
ITPKC	TEC
ITPKC	LCP2
VAV3	IGHE
VAV3	EPOR
VAV3	IRS2
VAV3	TXK
VAV3	TEC
VAV3	LCP2
VAV3	ITPKC
MS4A2	FCER1A
MS4A2	IGHE
INPP5A	EPOR
INPP5A	IRS2
INPP5A	TXK
INPP5A	TEC
INPP5A	LCP2
INPP5A	VAV3
PRKCQ	IGHE
PRKCQ	EPOR
PRKCQ	IRS2
PRKCQ	TXK
PRKCQ	TEC
PRKCQ	LCP2
PRKCQ	VAV3
ITPKB	EPOR
ITPKB	IRS2
ITPKB	TXK
ITPKB	TEC
ITPKB	LCP2
ITPKB	VAV3
LAT	IGHE
LAT	EPOR
LAT	IRS2
LAT	TXK
LAT	TEC
LAT	LCP2
LAT	ITPKC
LAT	VAV3
LAT	INPP5A
LAT	PRKCQ
LAT	ITPKB
PRKCE	EPOR
PRKCE	IRS2
PRKCE	TXK
PRKCE	TEC
PRKCE	LCP2
PRKCE	VAV3
PRKCE	LAT
ITPKA	EPOR
ITPKA	IRS2
ITPKA	TXK
ITPKA	TEC
ITPKA	LCP2
ITPKA	VAV3
ITPKA	LAT
GRAP2	IGHE
GRAP2	EPOR
GRAP2	IRS2
GRAP2	TXK
GRAP2	TEC
GRAP2	LCP2
GRAP2	ITPKC
GRAP2	VAV3
GRAP2	INPP5A
GRAP2	PRKCQ
GRAP2	ITPKB
GRAP2	PRKCE
GRAP2	ITPKA
ITK	IGHE
ITK	EPOR
ITK	IRS2
ITK	ITPKC
ITK	VAV3
ITK	INPP5A
ITK	PRKCQ
ITK	ITPKB
ITK	PRKCE
ITK	ITPKA
LYN	IGHE
LYN	EPOR
LYN	IRS2
LYN	TXK
LYN	TEC
LYN	ITPKC
LYN	VAV3
LYN	INPP5A
LYN	PRKCQ
LYN	ITPKB
LYN	PRKCE
LYN	ITPKA
VAV1	DGKK
VAV1	EPOR
VAV1	IRS2
VAV1	DGKE
VAV1	TXK
VAV1	DAGLA
VAV1	RASGRP3
VAV1	LCP2
VAV1	DAGLB
VAV1	ITPKC
VAV1	VAV3
VAV1	PRKCH
VAV1	INPP5A
VAV1	DGKZ
VAV1	DGKQ
VAV1	DGKI
VAV1	DGKH
VAV1	DGKD
VAV1	DGKB
VAV1	DGKA
VAV1	PRKCG
VAV1	ITPKB
VAV1	LAT
VAV1	DGKG
VAV1	PRKCE
VAV1	ITPKA
VAV1	GRAP2
VAV1	ITK
VAV1	LYN
EPO	TXK
EPO	TEC
EPO	LCP2
EPO	ITPKC
EPO	VAV3
EPO	INPP5A
EPO	PRKCQ
EPO	ITPKB
EPO	LAT
EPO	PRKCE
EPO	ITPKA
EPO	GRAP2
EPO	ITK
EPO	LYN
EPO	VAV1
BTK	DGKK
BTK	IGHE
BTK	EPOR
BTK	IRS2
BTK	DGKE
BTK	DAGLA
BTK	RASGRP3
BTK	LCP2
BTK	DAGLB
BTK	ITPKC
BTK	VAV3
BTK	PRKCH
BTK	INPP5A
BTK	PRKCQ
BTK	DGKZ
BTK	DGKQ
BTK	DGKI
BTK	DGKH
BTK	DGKD
BTK	DGKB
BTK	DGKA
BTK	PRKCG
BTK	ITPKB
BTK	LAT
BTK	DGKG
BTK	PRKCE
BTK	ITPKA
BTK	GRAP2
BTK	VAV1
BTK	EPO
VAV2	IGHE
VAV2	IRS2
VAV2	TXK
VAV2	TEC
VAV2	LCP2
VAV2	ITPKC
VAV2	INPP5A
VAV2	PRKCQ
VAV2	ITPKB
VAV2	LAT
VAV2	PRKCE
VAV2	ITPKA
VAV2	GRAP2
VAV2	ITK
VAV2	VAV1
VAV2	BTK
PLCG1	DGKK
PLCG1	IGHE
PLCG1	IRS2
PLCG1	DGKE
PLCG1	TXK
PLCG1	TEC
PLCG1	DAGLA
PLCG1	RASGRP3
PLCG1	DAGLB
PLCG1	ITPKC
PLCG1	VAV3
PLCG1	PRKCH
PLCG1	INPP5A
PLCG1	PRKCQ
PLCG1	DGKQ
PLCG1	DGKI
PLCG1	DGKH
PLCG1	DGKD
PLCG1	DGKB
PLCG1	DGKA
PLCG1	PRKCG
PLCG1	ITPKB
PLCG1	DGKG
PLCG1	PRKCE
PLCG1	ITPKA
PLCG1	ITK
PLCG1	LYN
PLCG1	VAV1
PLCG1	VAV2
SHC1	IGHE
SHC1	EPOR
SHC1	IRS2
SHC1	TXK
SHC1	TEC
SHC1	LCP2
SHC1	ITPKC
SHC1	VAV3
SHC1	INPP5A
SHC1	PRKCQ
SHC1	ITPKB
SHC1	LAT
SHC1	PRKCE
SHC1	ITPKA
SHC1	GRAP2
SHC1	ITK
SHC1	LYN
SHC1	EPO
SHC1	BTK
SHC1	VAV2
SHC1	PLCG1
SYNJ1	EPOR
SYNJ1	IRS2
SYNJ1	TXK
SYNJ1	TEC
SYNJ1	LCP2
SYNJ1	ITPKC
SYNJ1	VAV3
SYNJ1	ITPKB
SYNJ1	LAT
SYNJ1	ITPKA
SYNJ1	GRAP2
SYNJ1	ITK
SYNJ1	LYN
SYNJ1	VAV1
SYNJ1	EPO
SYNJ1	BTK
SYNJ1	VAV2
SYNJ1	PLCG1
SYNJ1	SHC1
SOS1	DGKK
SOS1	IGHE
SOS1	EPOR
SOS1	IRS2
SOS1	DGKE
SOS1	TXK
SOS1	TEC
SOS1	DAGLA
SOS1	RASGRP3
SOS1	LCP2
SOS1	DAGLB
SOS1	ITPKC
SOS1	VAV3
SOS1	PRKCH
SOS1	INPP5A
SOS1	PRKCQ
SOS1	DGKZ
SOS1	DGKQ
SOS1	DGKI
SOS1	DGKH
SOS1	DGKD
SOS1	DGKB
SOS1	DGKA
SOS1	PRKCG
SOS1	ITPKB
SOS1	LAT
SOS1	DGKG
SOS1	PRKCE
SOS1	ITPKA
SOS1	GRAP2
SOS1	ITK
SOS1	LYN
SOS1	EPO
SOS1	BTK
SOS1	VAV2
SOS1	PLCG1
SOS1	SHC1
SOS1	SYNJ1
PIP4K2B	INPP5J
PIP4K2A	INPP5J
PIP4K2A	PIP4K2B
PIP5K1C	PIP4K2B
PIP5K1C	PIP4K2A
PIP5K1B	PIP4K2B
PIP5K1B	PIP4K2A
PIP5K1B	PIP5K1C
PIP5K1A	PIP4K2B
PIP5K1A	PIP4K2A
PIP5K1A	PIP5K1C
PIP5K1A	PIP5K1B
OCRL	INPP5J
OCRL	PIP4K2B
OCRL	PIP4K2A
OCRL	PIP5K1C
OCRL	PIP5K1B
OCRL	PIP5K1A
PIK3R1	INPP5J
PIK3R1	PIP5K1C
PIK3R1	PIP5K1B
PIK3R1	PIP5K1A
PIK3CG	PIK3R6
INPP5D	PIK3R6
INPP5D	PIK3CG
PIK3R5	PIK3CG
PIK3R5	INPP5D
INPPL1	PIK3R6
INPPL1	PIK3CG
INPPL1	PIK3CD
INPPL1	PIK3R5
INPPL1	PIK3R2
PIK3CB	INPP5D
PIK3CB	INPPL1
PIK3R3	INPP5D
PIK3R3	INPPL1
INPP5K	PIK3R6
INPP5K	PIK3CG
INPP5K	PIK3CD
INPP5K	PIK3R5
INPP5K	PIK3R2
INPP5K	PIK3CB
INPP5K	PIK3R3
TGFA	PIK3R6
TGFA	PIK3CG
TGFA	PIK3CD
TGFA	INPP5D
TGFA	PIK3R5
TGFA	PIK3R2
TGFA	INPPL1
TGFA	PIK3CB
TGFA	PIK3R3
TGFA	INPP5K
HBEGF	PIK3R6
HBEGF	PIK3CG
HBEGF	PIK3CD
HBEGF	INPP5D
HBEGF	PIK3R5
HBEGF	PIK3R2
HBEGF	INPPL1
HBEGF	PIK3R3
HBEGF	INPP5K
EREG	PIK3R6
EREG	PIK3CG
EREG	PIK3CD
EREG	INPP5D
EREG	PIK3R5
EREG	PIK3R2
EREG	INPPL1
EREG	PIK3CB
EREG	PIK3R3
EREG	INPP5K
EPGN	PIK3R6
EPGN	PIK3CG
EPGN	PIK3CD
EPGN	INPP5D
EPGN	PIK3R5
EPGN	PIK3R2
EPGN	INPPL1
EPGN	PIK3CB
EPGN	PIK3R3
EPGN	INPP5K
EGF	PIK3R6
EGF	PIK3CG
EGF	PIK3CD
EGF	INPP5D
EGF	PIK3R5
EGF	INPPL1
EGF	PIK3R3
EGF	INPP5K
EGF	EREG
CD3G	PIK3R6
CD3G	PIK3CG
CD3G	PIK3CD
CD3G	INPP5D
CD3G	PIK3R5
CD3G	PIK3R2
CD3G	INPPL1
CD3G	PIK3CB
CD3G	PIK3R3
CD3G	INPP5K
CD3G	TGFA
CD3G	HBEGF
CD3G	EREG
CD3G	EPGN
CD3G	EGF
BTC	PIK3R6
BTC	PIK3CG
BTC	PIK3CD
BTC	INPP5D
BTC	PIK3R5
BTC	PIK3R2
BTC	INPPL1
BTC	PIK3CB
BTC	PIK3R3
BTC	INPP5K
BTC	EGF
BTC	CD3G
AREG	PIK3R6
AREG	PIK3CG
AREG	PIK3CD
AREG	INPP5D
AREG	PIK3R5
AREG	PIK3R2
AREG	INPPL1
AREG	PIK3CB
AREG	PIK3R3
AREG	INPP5K
AREG	CD3G
PIK3CA	INPP5D
PIK3CA	INPPL1
PIK3CA	INPP5K
PIK3CA	EREG
PIK3CA	EPGN
PIK3CA	BTC
PIK3CA	AREG
IRAK1	IL1RL1
IRAK4	IL1RL1
IRAK4	IRAK1
TLR9	IRAK1
TLR9	IRAK4
PIK3R4	TLR9
PIK3C3	TLR9
PIK3C3	PIK3R4
MYD88	IL1RL1
MYD88	IRAK1
MYD88	IRAK4
MYD88	TLR9
AKT3	TRIM24
AKT3	ZMYM2
CPSF6	AKT3
CPSF6	RBBP6
AKT2	TRIM24
AKT2	ZMYM2
AKT2	CPSF6
BCR	AKT3
BCR	AKT2
AKT1	TRIM24
AKT1	ZMYM2
AKT1	AKT3
AKT1	CPSF6
AKT1	BCR
